# Rime user dictionary
#@/db_name	bxm26J
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	64909
#@/user_id	1520d77d-d27c-4605-8f5b-f25221a59c49
a 	又	c=112 d=4.9658 t=64909
wiea 	纹路	c=5 d=4.94918e-61 t=64909
wih 	紅	c=9 d=3.93072e-30 t=64909
wihh 	引擎	c=7 d=8.05531e-45 t=64909
wihh 	统一	c=20 d=0.759572 t=64909
wihl 	红色	c=1 d=3.75491e-36 t=64909
wii 	引	c=1 d=2.00448e-122 t=64909
wiii 	见证	c=1 d=3.87692e-118 t=64909
wiik 	弦音	c=1 d=1.17631e-28 t=64909
wiix 	统计	c=114 d=0.00567362 t=64909
wikf 	统筹	c=1 d=4.39238e-116 t=64909
wilx 	引导	c=1 d=4.4255e-28 t=64909
winf 	引用	c=30 d=3.02696 t=64909
wivj 	引入	c=33 d=1.52685 t=64909
wix 	紋	c=1 d=6.10589e-50 t=64909
wixd 	见过	c=1 d=3.62761e-42 t=64909
wj 	儿	c=213 d=1.61407 t=64909
wja 	綏	c=1 d=0.786628 t=64909
wjba 	繳	c=71 d=0.923993 t=64909
wjbi 	凰	c=1 d=2.47649e-51 t=64909
wjlo 	几点	c=1 d=4.66573e-91 t=64909
wjs 	紙	c=1 d=4.81371e-76 t=64909
wjsr 	缴费	c=66 d=0.00381661 t=64909
wjwn 	缴纳	c=4 d=8.86081e-78 t=64909
wjxi 	缓存	c=21 d=2.23427 t=64909
wjz 	几	c=104 d=3.17525 t=64909
wk 	张	c=64 d=2.63102 t=64909
wkgh 	张三	c=11 d=9.39564e-31 t=64909
wkzg 	张飞	c=1 d=1.07265e-31 t=64909
wlgm 	纯粹	c=1 d=1.30494e-43 t=64909
wlh 	純	c=1 d=7.58877e-49 t=64909
wm 	朵	c=1 d=2.38911e-99 t=64909
wn 	纳	c=1 d=3.03716e-99 t=64909
wngg 	綜	c=6 d=7.20554e-28 t=64909
wngi 	缩小	c=1 d=4.0376e-37 t=64909
wni 	納	c=6 d=2.94919e-18 t=64909
wnih 	缩放	c=1 d=2.82134e-26 t=64909
wnns 	缩写	c=8 d=7.81173e-42 t=64909
wnqa 	缩略	c=1 d=1.1021e-26 t=64909
wnsz 	缩进	c=4 d=6.0017e-24 t=64909
wnug 	纳税	c=3 d=7.3144e-104 t=64909
wnvh 	综合	c=23 d=0.000122877 t=64909
wnvr 	缩短	c=1 d=8.27635e-40 t=64909
wo 	强	c=7 d=3.04325e-05 t=64909
wog 	织	c=1 d=6.71739e-114 t=64909
woin 	强调	c=2 d=7.16046e-42 t=64909
wojf 	强制	c=1 d=4.52427e-23 t=64909
wojh 	强度	c=1 d=1.69132e-06 t=64909
worh 	强大	c=3 d=6.63346e-06 t=64909
wq 	细	c=4 d=4.9959e-29 t=64909
wqgh 	细分	c=2 d=2.77066e-48 t=64909
ws 	线	c=67 d=2.3601 t=64909
wshw 	绕	c=1 d=8.9486e-47 t=64909
wslj 	线性	c=1 d=1.09392e-56 t=64909
wsuo 	线程	c=4 d=2.4748e-43 t=64909
wsxn 	线索	c=3 d=2.77639e-104 t=64909
wu 	弘	c=1 d=0.559898 t=64909
wv 	给	c=123 d=2.77905 t=64909
wveu 	给出	c=10 d=1.88932 t=64909
wvfd 	维护	c=16 d=1.39579 t=64909
wvgu 	绘	c=2 d=8.50958e-26 t=64909
wvho 	給	c=8 d=1.02528e-29 t=64909
wvi 	維	c=6 d=0.99005 t=64909
wvjh 	维度	c=3 d=1.32538e-20 t=64909
wvnt 	给定	c=25 d=1.94693e-12 t=64909
wvqa 	绘图	c=3 d=2.43723e-31 t=64909
wvsj 	绘成	c=1 d=0.740819 t=64909
wvzt 	给予	c=2 d=1.43007e-32 t=64909
wwio 	丝毫	c=1 d=1.77889e-41 t=64909
wx 	风	c=22 d=7.51094 t=64909
wxbi 	风景	c=5 d=1.53058 t=64909
wxgm 	函数	c=182 d=6.21148 t=64909
wxkv 	续签	c=15 d=8.84374e-22 t=64909
wxma 	风格	c=4 d=0.000518278 t=64909
wxsr 	续费	c=1 d=4.18996e-61 t=64909
wxu 	函	c=6 d=1.06158e-59 t=64909
wxwh 	续约	c=3 d=1.43452e-104 t=64909
wxzr 	续	c=40 d=0.000119405 t=64909
wy 	结	c=41 d=0.343008 t=64909
wyaj 	结婚	c=3 d=3.28909e-41 t=64909
wyig 	绩效	c=1 d=1.40442e-25 t=64909
wyls 	结转	c=27 d=15.8128 t=64909
wymh 	结束	c=59 d=2.314 t=64909
wymh 	结构	c=106 d=6.76075 t=64909
wymi 	结果	c=53 d=1.39533 t=64909
wyo 	結	c=3 d=3.74561e-95 t=64909
wypl 	结尾	c=2 d=1.29042e-29 t=64909
wypz 	结局	c=1 d=1.05669e-31 t=64909
wysj 	结成	c=1 d=5.18719e-14 t=64909
wyvh 	结合	c=11 d=3.50326 t=64909
wz 	经	c=6 d=1.85532e-27 t=64909
wzgn 	经常	c=5 d=0.882497 t=64909
wzhn 	了解	c=11 d=1.32437 t=64909
wzhn 	经营	c=27 d=3.00473e-23 t=64909
wzii 	经理	c=9 d=1.10837e-34 t=64909
wzjx 	经历	c=1 d=0.565526 t=64909
wzsg 	经典	c=1 d=1.62999e-42 t=64909
wzsr 	经费	c=1 d=1.30069e-34 t=64909
wzsv 	经验	c=1 d=0.66034 t=64909
wzxd 	经过	c=1 d=2.31952e-16 t=64909
x 	在	c=1059 d=12.0282 t=64909
xa 	发	c=36 d=1.6463 t=64909
xaaz 	友好	c=2 d=4.15264e-44 t=64909
xael 	发起	c=4 d=3.84503e-50 t=64909
xaeu 	支出	c=44 d=3.40985e-49 t=64909
xafy 	支持	c=134 d=4.81338 t=64909
xaik 	支部	c=1 d=1.6994e-62 t=64909
xaiw 	发现	c=8 d=2.00958e-05 t=64909
xajy 	发生	c=21 d=1.20947e-12 t=64909
xakr 	发送	c=38 d=2.7548 t=64909
xaps 	发展	c=2 d=4.09805e-06 t=64909
xars 	发烧	c=2 d=5.62591e-28 t=64909
xasg 	发票	c=12 d=0.000506001 t=64909
xasg 	支票	c=4 d=0.000287295 t=64909
xavh 	发行	c=6 d=0.111917 t=64909
xavl 	发货	c=1 d=6.09966e-38 t=64909
xavx 	支付	c=8 d=4.36778e-50 t=64909
xaxe 	发布	c=53 d=5.98513 t=64909
xayj 	发表	c=1 d=0.000452827 t=64909
xaz 	支	c=3 d=4.15813e-107 t=64909
xb 	真	c=21 d=2.61341e-37 t=64909
xbaw 	直观	c=4 d=2.23624e-27 t=64909
xbaz 	真好	c=1 d=0.786628 t=64909
xbfi 	直接	c=94 d=2.84933 t=64909
xbi 	直	c=3 d=3.64517e-40 t=64909
xbiz 	直	c=2 d=6.78051e-77 t=64909
xbjn 	朝向	c=3 d=4.03451e-104 t=64909
xbng 	真实	c=2 d=0.704688 t=64909
xbpb 	朝阳	c=5 d=2.85261e-38 t=64909
xbu 	惪	c=1 d=1.9406e-94 t=64909
xbxn 	朝	c=4 d=1.56931e-31 t=64909
xd 	过	c=56 d=0.640959 t=64909
xdbg 	过期	c=1 d=1.95856e-26 t=64909
xdbx 	过时	c=1 d=6.03447e-88 t=64909
xddd 	过多	c=1 d=6.41656e-75 t=64909
xddj 	过滤	c=30 d=0.973955 t=64909
xdmg 	过来	c=2 d=8.60532e-28 t=64909
xdth 	过于	c=1 d=4.03815e-68 t=64909
xduo 	过程	c=18 d=2.56611 t=64909
xdvf 	过年	c=3 d=1.42219e-55 t=64909
xdyu 	过去	c=4 d=3.14117e-54 t=64909
xe 	布	c=8 d=1.84391e-39 t=64909
xehg 	布尔	c=8 d=1.93768e-12 t=64909
xei 	布	c=3 d=1.32564e-78 t=64909
xepz 	布局	c=98 d=4.74135 t=64909
xeth 	布丁	c=1 d=2.69252e-35 t=64909
xf 	博	c=6 d=0.725612 t=64909
xfna 	博客	c=14 d=2.20259 t=64909
xfyh 	博士	c=2 d=5.24416e-76 t=64909
xg 	办	c=14 d=3.01893 t=64909
xgdy 	办法	c=4 d=0.833612 t=64909
xggu 	办公	c=15 d=6.90595e-28 t=64909
xghu 	办到	c=1 d=6.95926e-89 t=64909
xh 	十	c=24 d=5.87756e-43 t=64909
xhax 	业务	c=72 d=6.36868 t=64909
xhei 	登录	c=74 d=7.25742 t=64909
xhek 	登帐	c=1 d=2.13582e-104 t=64909
xhgh 	十分	c=1 d=3.19863e-32 t=64909
xhhh 	十一	c=1 d=1.93158e-98 t=64909
xhhy 	业	c=27 d=1.52456e-20 t=64909
xhig 	十六	c=3 d=3.58818e-53 t=64909
xhil 	登记	c=7 d=7.5347e-102 t=64909
xhok 	登	c=5 d=4.59634e-60 t=64909
xhrd 	业态	c=61 d=4.4282e-20 t=64909
xhug 	登科	c=1 d=2.3137e-104 t=64909
xi 	非	c=54 d=2.08094 t=64909
xibh 	存量	c=1 d=1.75724e-44 t=64909
xibo 	在职	c=2 d=7.59831e-56 t=64909
xidj 	存活	c=1 d=8.24378e-23 t=64909
xidy 	非法	c=1 d=0.722527 t=64909
xifj 	存折	c=1 d=3.74879e-105 t=64909
xign 	非常	c=2 d=2.20452e-06 t=64909
xih 	北	c=3 d=1.12092e-104 t=64909
xihb 	北	c=1 d=1.52441e-107 t=64909
xihz 	左	c=9 d=1.40651e-41 t=64909
xiih 	存放	c=2 d=2.71403e-11 t=64909
xiio 	北京	c=45 d=1.73418 t=64909
xijg 	在乎	c=1 d=1.14965e-23 t=64909
ximg 	存档	c=1 d=9.19828e-106 t=64909
xina 	北安	c=1 d=1.39334e-20 t=64909
xith 	在于	c=1 d=6.17316e-120 t=64909
xivi 	在位	c=1 d=8.88952e-116 t=64909
xivi 	存储	c=19 d=2.82912e-29 t=64909
xivr 	左侧	c=5 d=1.85092e-08 t=64909
xixi 	存在	c=29 d=0.995012 t=64909
xixo 	左右	c=7 d=0.244143 t=64909
xiy 	在	c=1 d=7.00367e-105 t=64909
xiz 	存	c=2 d=0.818731 t=64909
xj 	才	c=34 d=0.586985 t=64909
xjun 	才能	c=1 d=1.02421e-46 t=64909
xjz 	九	c=2 d=2.63688e-54 t=64909
xjzj 	九	c=1 d=2.54618e-54 t=64909
xl 	辈	c=4 d=2.62124e-61 t=64909
xleu 	辈出	c=1 d=5.81484e-93 t=64909
xlj 	丱	c=1 d=8.73157e-111 t=64909
xn 	有	c=648 d=10.3198 t=64909
xnbi 	背景	c=22 d=3.48997 t=64909
xnbx 	有时	c=2 d=2.28375e-39 t=64909
xneb 	有趣	c=4 d=7.62297e-86 t=64909
xnei 	南山	c=1 d=5.37818e-57 t=64909
xni 	有	c=3 d=2.66282e-73 t=64909
xni 	背	c=1 d=0.0287247 t=64909
xnib 	背	c=3 d=1.15927e-25 t=64909
xnig 	有效	c=31 d=8.1459 t=64909
xnio 	南京	c=1 d=2.49924e-41 t=64909
xnjz 	有序	c=5 d=1.51508e-52 t=64909
xnjz 	有所	c=1 d=3.9236e-53 t=64909
xnkr 	有关	c=10 d=1.75545e-32 t=64909
xnp 	郁	c=7 d=5.3037e-40 t=64909
xnpp 	有限	c=12 d=5.23085 t=64909
xnsh 	南开	c=1 d=0.683861 t=64909
xnwi 	索引	c=24 d=1.44933 t=64909
xnxi 	南北	c=2 d=0.000124731 t=64909
xny 	南	c=38 d=0.708221 t=64909
xnyl 	有些	c=1 d=0.0485578 t=64909
xnzj 	献金	c=1 d=1.62485e-93 t=64909
xo 	加	c=83 d=1.67016 t=64909
xods 	加减	c=9 d=8.45224e-32 t=64909
xofh 	故事	c=3 d=7.78386e-09 t=64909
xofu 	右击	c=1 d=9.04441e-84 t=64909
xogm 	加料	c=2 d=5.96751e-45 t=64909
xoi 	古	c=4 d=1.27211e-08 t=64909
xoig 	加班	c=5 d=3.64101e-98 t=64909
xoig 	古	c=1 d=4.44829e-59 t=64909
xoih 	加工	c=1 d=0.170333 t=64909
xoik 	故意	c=1 d=1.70792e-62 t=64909
xoiy 	右	c=10 d=0.0188734 t=64909
xolr 	加快	c=1 d=5.95393e-77 t=64909
xomh 	架构	c=1 d=2.63035e-113 t=64909
xomz 	加速	c=2 d=0.995012 t=64909
xon 	胡	c=2 d=8.32661e-23 t=64909
xonu 	加密	c=20 d=5.69197 t=64909
xopa 	克隆	c=4 d=6.62871e-20 t=64909
xor 	賀	c=1 d=1.06354e-107 t=64909
xosg 	古典	c=1 d=1.78781e-41 t=64909
xovi 	加倍	c=1 d=9.28378e-09 t=64909
xovj 	加入	c=16 d=1.5847 t=64909
xovr 	右侧	c=5 d=2.16749e-33 t=64909
xowo 	加强	c=1 d=2.02798e-24 t=64909
xowx 	古风	c=1 d=3.20387e-110 t=64909
xoxs 	加载	c=20 d=1.80765 t=64909
xoyi 	加上	c=5 d=1.57693e-35 t=64909
xoyq 	加盖	c=1 d=3.7812e-118 t=64909
xp 	邶	c=1 d=4.47606e-44 t=64909
xpgz 	有限公司	c=1 d=4.38594e-40 t=64909
xq 	冀	c=1 d=1.63861e-104 t=64909
xs 	载	c=14 d=0.704688 t=64909
xslh 	裁切	c=3 d=1.62326e-117 t=64909
xsqa 	截图	c=23 d=6.57879 t=64909
xsvi 	截	c=1 d=2.34547e-88 t=64909
xsyi 	截止	c=14 d=2.65839e-32 t=64909
xsyi 	栽培	c=1 d=1.43047e-94 t=64909
xu 	雄	c=1 d=0.985112 t=64909
xx 	求	c=5 d=1.53062 t=64909
xxe 	希	c=1 d=0.00218749 t=64909
xxfd 	救护	c=1 d=3.27605e-78 t=64909
xxhn 	求解	c=3 d=0.782704 t=64909
xxid 	协议	c=35 d=1.08592 t=64909
xxil 	希望	c=9 d=1.48812 t=64909
xxj 	閉	c=4 d=4.80143e-16 t=64909
xxna 	殽	c=1 d=1.6942e-26 t=64909
xxuo 	求和	c=3 d=0.995012 t=64909
xz 	力	c=8 d=1.43873 t=64909
xzd 	边	c=6 d=1.05521e-44 t=64909
xzdb 	边	c=2 d=1.27199e-95 t=64909
xzgr 	卖	c=3 d=6.00885e-38 t=64909
xzqv 	边界	c=1 d=0.955997 t=64909
y 	上	c=416 d=7.79639 t=64909
yagh 	麦当劳	c=1 d=3.63244e-87 t=64909
yb 	着	c=34 d=0.895544 t=64909
ybhe 	着急	c=4 d=4.17203e-40 t=64909
ybhl 	着色	c=2 d=1.12208e-23 t=64909
ybi 	着	c=2 d=1.22853e-39 t=64909
ydq 	盡	c=1 d=1.07222e-85 t=64909
yfx 	埭	c=1 d=2.96217e-99 t=64909
yg 	步	c=24 d=0.0544085 t=64909
yggv 	款	c=25 d=6.41043e-05 t=64909
ygi 	步	c=1 d=1.10724e-22 t=64909
ygit 	款项	c=4 d=0.000144441 t=64909
ygiw 	频率	c=5 d=3.03417e-58 t=64909
ygkj 	增长	c=2 d=4.25259e-06 t=64909
ygna 	款额	c=1 d=7.1071e-101 t=64909
ygqb 	增	c=37 d=1.64903 t=64909
ygrh 	增大	c=1 d=1.49229e-33 t=64909
ygsb 	步骤	c=5 d=0.786628 t=64909
ygvh 	步行	c=1 d=2.53651e-68 t=64909
ygvq 	频繁	c=2 d=2.1012e-46 t=64909
ygvx 	增值	c=1 d=1.91334e-104 t=64909
ygwo 	增强	c=4 d=0.970446 t=64909
ygxo 	增加	c=20 d=0.774971 t=64909
ygyg 	叔叔	c=1 d=7.62372e-103 t=64909
yh 	士	c=2 d=5.24549e-76 t=64909
yhd 	均	c=6 d=3.18484e-40 t=64909
yhky 	均等	c=1 d=2.29832e-55 t=64909
yhlm 	增删改查	c=1 d=3.65935e-115 t=64909
yhmd 	赘述	c=1 d=1.37587e-48 t=64909
yhyl 	土地	c=3 d=1.58941e-27 t=64909
yi 	由	c=26 d=1.06435e-13 t=64909
yidv 	上海	c=1 d=6.27153e-12 t=64909
yiec 	差距	c=1 d=1.26616e-41 t=64909
yih 	上	c=16 d=2.77552e-08 t=64909
yihc 	差	c=6 d=1.53916e-97 t=64909
yihz 	止	c=15 d=1.48062e-97 t=64909
yiig 	上班	c=2 d=6.03384e-28 t=64909
yiig 	培训	c=2 d=5.01756e-24 t=64909
yiim 	上课	c=1 d=4.14672e-86 t=64909
yilh 	差异	c=2 d=3.30278e-56 t=64909
yimg 	由来	c=1 d=1.57013e-43 t=64909
yiox 	差别	c=1 d=4.68752e-87 t=64909
yitd 	差不多	c=8 d=0.331211 t=64909
yith 	上下	c=1 d=1.55525e-78 t=64909
yith 	由于	c=10 d=7.7518e-05 t=64909
yitq 	上面	c=5 d=1.2891e-17 t=64909
yivi 	差集	c=1 d=8.30176e-76 t=64909
yivs 	上传	c=11 d=0.771052 t=64909
yivx 	上午	c=1 d=2.7749e-66 t=64909
yivx 	差值	c=3 d=1.08793e-98 t=64909
yiws 	上线	c=1 d=1.64665e-44 t=64909
yix 	羕	c=1 d=5.17065e-94 t=64909
yiya 	垃圾	c=3 d=6.55532e-25 t=64909
yj 	表	c=119 d=1.52662 t=64909
yjb 	堵	c=1 d=1.0834e-60 t=64909
yjbn 	表明	c=1 d=8.33936e-41 t=64909
yjd 	塶	c=1 d=3.55373e-94 t=64909
yjgg 	表示	c=65 d=0.875934 t=64909
yjgt 	表单	c=29 d=0.995012 t=64909
yjgt 	表弟	c=1 d=1.04988e-102 t=64909
yjhd 	墌	c=1 d=2.10559e-54 t=64909
yjiw 	表现	c=5 d=0.052602 t=64909
yjly 	表情	c=3 d=1.66174e-26 t=64909
yjma 	表格	c=39 d=1.32037 t=64909
yjrs 	表达式	c=21 d=0.600495 t=64909
yjrz 	表达	c=5 d=5.35268e-22 t=64909
yjsg 	壙	c=1 d=1.49346e-101 t=64909
yl 	地	c=52 d=5.49092e-07 t=64909
ylcx 	地区	c=1 d=4.36824e-110 t=64909
yldl 	此外	c=1 d=3.91148e-46 t=64909
yldo 	地名	c=1 d=4.73624e-91 t=64909
ylg 	些	c=133 d=3.25277 t=64909
yli 	卡	c=32 d=1.92218 t=64909
ylih 	地方	c=16 d=1.99116 t=64909
yliz 	訾	c=3 d=3.43718e-106 t=64909
ylj 	此	c=29 d=1.28951 t=64909
ylkj 	卡片	c=1 d=2.20694e-107 t=64909
ylq 	盐	c=3 d=1.36303 t=64909
ylyg 	地步	c=1 d=1.23255e-48 t=64909
ylys 	地域	c=1 d=3.70858e-37 t=64909
ylyy 	地址	c=451 d=12.1679 t=64909
ylzj 	地铁	c=1 d=8.06655e-32 t=64909
yn 	青	c=1 d=2.09865e-74 t=64909
ynbg 	塓	c=1 d=2.53073e-100 t=64909
ynhk 	壹	c=2 d=4.60089e-89 t=64909
ynid 	静默	c=2 d=7.25485e-49 t=64909
ynik 	静音	c=1 d=4.67731e-32 t=64909
ynnt 	肯定	c=1 d=4.68896e-120 t=64909
ynrd 	静态	c=26 d=2.38632 t=64909
yoah 	喜欢	c=7 d=6.9117e-09 t=64909
yoh 	埡	c=1 d=1.85571e-09 t=64909
yoi 	吉	c=1 d=6.42072e-112 t=64909
yojn 	喜爱	c=1 d=9.49877e-43 t=64909
yoko 	喜	c=2 d=1.35771 t=64909
yoko 	嘉	c=1 d=0.67032 t=64909
yp 	声	c=3 d=1.33588e-54 t=64909
ypbn 	声明	c=7 d=7.39715e-07 t=64909
ypik 	声音	c=1 d=4.59484e-58 t=64909
ypkm 	邮箱	c=19 d=2.75742 t=64909
ypli 	邮电	c=1 d=6.85193e-112 t=64909
ypvf 	邮件	c=38 d=2.78653e-27 t=64909
ypwd 	邮编	c=2 d=1.4878 t=64909
yr 	美	c=3 d=5.83061e-43 t=64909
yral 	美女	c=6 d=5.39779e-40 t=64909
yrhn 	美丽	c=1 d=1.93204e-42 t=64909
yri 	貴	c=11 d=1.92941e-26 t=64909
yrqi 	美国	c=1 d=1.83213e-35 t=64909
yrvj 	责任	c=1 d=2.99042e-93 t=64909
yrvl 	美化	c=2 d=6.05274e-06 t=64909
yrvs 	遗传	c=1 d=8.08606e-31 t=64909
yrzk 	块	c=5 d=1.79463e-27 t=64909
ys 	城	c=6 d=0.771052 t=64909
yscx 	城区	c=3 d=6.03711e-05 t=64909
ysdo 	域名	c=20 d=5.31354 t=64909
ysie 	城市	c=1 d=3.69574e-55 t=64909
ysoh 	域	c=4 d=1.76548e-50 t=64909
yt 	坏	c=2 d=6.50431e-40 t=64909
ytg 	坪	c=1 d=2.33695e-104 t=64909
yu 	去	c=89 d=0.220105 t=64909
yufl 	去掉	c=1 d=2.71579e-48 t=64909
yujn 	去向	c=1 d=2.14981e-122 t=64909
yup 	却	c=3 d=0.168638 t=64909
yupv 	去除	c=155 d=4.72738 t=64909
yuvf 	去年	c=10 d=9.98915e-47 t=64909
yv 	堆	c=8 d=2.3075e-38 t=64909
yvi 	堆	c=1 d=5.90976e-107 t=64909
yvms 	堆栈	c=1 d=1.44641e-48 t=64909
yw 	场	c=1 d=7.56354e-98 t=64909
ywbi 	场景	c=10 d=0.66365 t=64909
ywg 	素	c=3 d=1.90068e-26 t=64909
ywjz 	场所	c=2 d=8.92421e-07 t=64909
ywmx 	素材	c=24 d=13.5878 t=64909
ywvh 	场合	c=1 d=1.88889e-41 t=64909
yxbg 	填	c=7 d=2.41534e-51 t=64909
yxiu 	填充	c=26 d=6.96934 t=64909
yxng 	填空	c=1 d=9.41672e-88 t=64909
yxns 	填写	c=5 d=9.5145e-100 t=64909
yygo 	墙	c=3 d=0.178173 t=64909
yyi 	址	c=1 d=6.38979e-114 t=64909
yyky 	封装	c=12 d=1.33842 t=64909
yytq 	封面	c=1 d=1.40782e-24 t=64909
yyxd 	封	c=4 d=2.93389e-46 t=64909
yz 	迪	c=4 d=5.71659e-32 t=64909
z 	那	c=308 d=3.66406 t=64909
zba 	敢	c=2 d=3.49607e-78 t=64909
zf 	钟	c=1 d=3.74916e-18 t=64909
zfk 	鋹	c=1 d=4.39281e-29 t=64909
zfnq 	键盘	c=12 d=0.367879 t=64909
zfz 	鍵	c=25 d=0.0207543 t=64909
zfzj 	键	c=2 d=6.15199e-109 t=64909
zg 	飞	c=30 d=2.66548 t=64909
zgi 	孙	c=2 d=1.8912e-26 t=64909
zgma 	孙权	c=1 d=1.15044e-31 t=64909
zgnt 	锁定	c=1 d=3.26748e-106 t=64909
zgr 	买	c=15 d=1.30872e-49 t=64909
zgr 	鎖	c=1 d=1.08813e-23 t=64909
zgvi 	销售	c=11 d=6.20914e-09 t=64909
zgz 	逊	c=1 d=2.18779e-34 t=64909
zhdy 	司法	c=2 d=2.30593e-115 t=64909
zhv 	欽	c=1 d=5.8987e-85 t=64909
zhzz 	钩子	c=4 d=1.66901e-48 t=64909
zi 	孩	c=5 d=2.65938e-07 t=64909
zikw 	鏡	c=1 d=0.995012 t=64909
zivh 	镜像	c=41 d=0.71177 t=64909
zizz 	孩子	c=5 d=5.05207e-27 t=64909
zj 	金	c=100 d=0.997821 t=64909
zjei 	金山	c=1 d=4.32519e-23 t=64909
zjho 	金融	c=12 d=1.41488e-24 t=64909
zjmt 	金杯	c=1 d=2.04677e-103 t=64909
zjna 	金额	c=239 d=13.1518 t=64909
zjr 	铁	c=1 d=1 t=64909
zjrt 	铁	c=1 d=8.96968e-104 t=64909
zlfi 	链接	c=29 d=4.56251 t=64909
zlo 	鉆	c=2 d=1.63479e-68 t=64909
zlsi 	链式	c=3 d=4.31844e-34 t=64909
zlz 	链	c=5 d=2.25171e-07 t=64909
zn 	通	c=7 d=0.625321 t=64909
znfw 	通畅	c=1 d=1.21127e-49 t=64909
zngn 	通常	c=18 d=1.1094 t=64909
zniz 	通讯	c=5 d=1.77492 t=64909
znj 	鈅	c=1 d=2.25174e-20 t=64909
znnf 	通用	c=6 d=0.612626 t=64909
znvr 	通知	c=17 d=4.64964 t=64909
znxd 	通过	c=163 d=2.87684 t=64909
znzn 	通通	c=1 d=1.24452e-44 t=64909
zo 	锅	c=2 d=1.0739e-74 t=64909
zon 	鋗	c=1 d=1.06855e-74 t=64909
zp 	银	c=37 d=2.26482e-22 t=64909
zpbk 	银联	c=7 d=4.05378e-84 t=64909
zpk 	銀	c=1 d=6.32641e-85 t=64909
zpvh 	银行	c=32 d=1.16324e-84 t=64909
zri 	鋇	c=1 d=6.22924e-50 t=64909
zs 	钱	c=11 d=8.57322e-11 t=64909
zsb 	錯	c=46 d=1.30438 t=64909
zsio 	错误	c=162 d=8.65516 t=64909
zsjr 	错失	c=1 d=4.4213e-105 t=64909
zsl 	鉞	c=1 d=0.265803 t=64909
zsox 	错别	c=1 d=5.08155e-66 t=64909
zt 	预	c=33 d=0.510669 t=64909
ztbg 	预期	c=2 d=0.0478349 t=64909
ztch 	预留	c=3 d=1.38438e-116 t=64909
ztgk 	预览	c=21 d=0.647284 t=64909
zth 	釘	c=4 d=1.33104e-33 t=64909
zthh 	预警	c=5 d=4.41057e-22 t=64909
ztix 	预计	c=11 d=4.61902e-23 t=64909
ztkb 	预算	c=155 d=6.13221 t=64909
ztvx 	预估	c=1 d=2.58669e-122 t=64909
zx 	承	c=1 d=1.82225e-89 t=64909
zxax 	针对	c=8 d=0.0645703 t=64909
zxbg 	鎮	c=2 d=0.66723 t=64909
zxh 	丑	c=4 d=1.78229e-53 t=64909
zxih 	承诺	c=1 d=3.93551e-118 t=64909
zxub 	承租	c=128 d=1.84585 t=64909
zxz 	迅	c=4 d=1.38739e-20 t=64909
zyi 	鈾	c=3 d=3.68631e-25 t=64909
zz 	子	c=34 d=0.996177 t=64909
zzma 	针锋相对	c=1 d=7.83695e-104 t=64909
zzz 	鑫	c=15 d=8.31008 t=64909
